Column1,Column2,Column3,Column4,Column5
St. John's wort,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/st.-john%27s-wort.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Good,"Plant that contains several components that can cause a negative reaction on skin when it is exposed to sunlight; however, this is a bigger concern when St. John's wort is taken orally. Like most plants, it's a rich source of antioxidants.
References for this information:
International Journal of Toxicology, Volume 20, 2001, Supplement pages 31-39
Hautarzt, April 1997, pages 249-52.
American Herbal Pharmacopoeia, 1997, pages 1-32"
star anise,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/star-anise.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,
steapyrium chloride,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/steapyrium-chloride.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Good,Synthetic antistatic agent used in hair-care products.
stearalkonium chloride,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/stearalkonium-chloride.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Good,Antistatic ingredient used in hair-care products to control flyaways and aid in helping a brush or comb get through hair. This ingredient is usually synthetic but can also be animal-derived.
stearalkonium hectorite,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/stearalkonium-hectorite.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Good,"Stearalkonium hectorite is a powder derived from hectorite clay which is used in amounts up to 50% as a safe suspending agent in cosmetics. References for this information: Comptes Rendus Chimie, February-March 2019, Volume 22, Issues 2-3, pages 169-174  Modified Clay and Zeolite Nanocomposite Materials: Environmental and Pharmaceutical Applications, 2019, pages 129-166  International Journal of Toxicology, November-December 2013, Volume 32, Supplement 6, pages 33S-40S"
stearates,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/stearates.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Emollients', 'Skin-Replenishing']",Good,
steareth-20,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/steareth-20.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good,"Derived from the benign fatty ingredient stearyl alcohol, this functions primarily as a surfactant but is also used to make products more stable, especially if they contain active ingredients in an emulsion. References for this information: International Journal of Pharmaceutics, October 2010, Volume 398, Issues 1-2, pages 107-113  Journal of Drug Delivery Science and Technology, August 2010, Volume 58  International Journal of Toxicology, April 1999, Volume 18, Issue 3, pages 41-49"
stearic acid,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/stearic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Emollients', 'Skin-Replenishing']",Good,"Fatty acid used as an emollient and emulsifier. It has been shown to protect skin's surface against water loss and help shore up skin's protective barrier. Stearic acid may be synthetic or animal-derived. References for this information:International Journal of Cosmetic Science, August 2013, pages 337-345International Journal of Toxicology, Volume 24, 2005, Supplement 3, pages 65-74International Journal of Pharmaceutics, February 2000, pages 189-195"
stearyl alcohol,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/stearyl-alcohol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Emollients']",Good,"Stearyl alcohol is a fatty alcohol used as an emollient and to help keep other ingredients intact in a formulation. Not to be confused with the drying, irritating types of alcohol such as SD alcohol or denatured alcohol. References for this information:  Journal of the Society of Cosmetic Scientists of Korea, 2009, Volume 39, Issue 2, pages 103-110 International Journal of Cosmetic Science, February 2005, Volume 27, Issue 1, page 36"
stearyl dimethicone,https://www.paulaschoice.com/ingredient-dictionary/silicones/stearyl-dimethicone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Silicones', 'Slip Agents']",Good,"Stearyl dimethicone is a synthetyic skin-conditioning agent that's a siloxane polymer. It add opacity and a silky feel to cosmetic products. This ingredient is considered safe as used in cosmetics.
Reference for this information:
International Journal of Toxicology, Volume 22, Supplement, 2003, pages 11-35"
stearyl glycyrrhetinate,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/stearyl-glycyrrhetinate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",Best,"Stearyl glycyrrhetinate is the fatty acid oil-soluble form of the soothing licorice root-derived ingredient glycyrrhetinic acid. Typically used in amounts between 0.1–1%, which are considered safe.  References for this information: Dermatology and Therapy, February 2020, pages 87-98  Journal of Cosmetic Science, October 2013, Volume 64, Issue 5, pages 341-353  Drug Discoveries and Therapeutics, June 2012, pages 157-162  International Journal of Toxicology, March 2007, Volume 26, Supplement 2, pages 79-112  Bioorganic & Medicinal Chemistry, December 2003, Volume 11, Issue 24, pages 5,345-5,352  https://www.jstage.jst.go.jp/article/ddt/6/3/6_2012.v6.3.157/_article/-char/ja/"
stearyl methicone,https://www.paulaschoice.com/ingredient-dictionary/silicones/stearyl-methicone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Silicones', 'Emollients', 'Slip Agents']",Good,Silicone polymer used as a skin-conditioning or occlusive agent.
stearyl stearate,https://www.paulaschoice.com/ingredient-dictionary/emollients/stearyl-stearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Texture Enhancer']",Good,"A plant-based wax prepared with natural fatty acids combined with synthetic fatty alcohols. Functions as an emollient, occlusive, skin-conditioning agent, and texture enhancer. This ingredient is considered safe for use in cosmetics.
Reference for this information:
International Journal of Toxicology, September-October 2012, pages 141S-146S"
styrax benzoin,https://www.paulaschoice.com/ingredient-dictionary/preservatives/styrax-benzoin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],Poor,
styrene/acrylates copolymer,https://www.paulaschoice.com/ingredient-dictionary/film-forming%2Fholding-agents/styrene%2Facrylates-copolymer.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Film-Forming/Holding Agents'],Good,Synthetic polymer.
sucrose,https://www.paulaschoice.com/ingredient-dictionary/skin-replenishing/sucrose.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Replenishing', 'Hydration']",Good,Monosaccharide that has hydrating properties for skin.
sucrose cocoate,https://www.paulaschoice.com/sucrose-cocoate/sucrose-cocoate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Emulsifiers', 'Texture Enhancer']",Good,"Sucrose Cocoate at a Glance  Made from coconut acid but may also be synthetic Used as a gentle surfactant, emulsifier, and emollient Improves foaming aesthetic when added to cleansers Improves texture and spreadability of creams and lotions  Sucrose Cocoate Description Sucrose cocoate is made by combining sugar esters from coconut acid (fatty acids from coconut oil) to create a mild surfactant that also serves as an emulsifier and skin-softening emollient. Although it is usually derived from coconut, synthetic forms also exist. This liquid ingredient is water-loving and has a thick texture that’s relatively easy to incorporate into different types of skin care formulas, both leave-on and rinse-off varieties. Amounts between 2–4% are used as a cleansing agent or to increase foam density, while amounts between 3–5% may be used as emulsifiers and thickening agents in leave-on products. Much lower amounts (well below 1%) are sometimes used in blends, where they serve to keep key ingredients from separating and improve penetration into skin. Sucrose cocoate is considered gentle enough to use in baby care products such as shampoos and lotions, and its safety as used in cosmetics has been established for concentrations as high as 20.6%. Sucrose Cocoate?References International Journal of Pharmaceutics, January 2003, pages 195–203 https://www.cir-safety.org/sites/default/files/SACEST122016rep.pdf https://cosmeticsinfo.org/ingredient/sucrose-cocoate"
sucrose stearate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/sucrose-stearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Cleansing Agents', 'Emollients', 'Emulsifiers']",Good,"The ester of stearic acid and sucrose (sugar), sucrose stearate works in cosmetics as an emollient, emulsifier, and cleansing agent. It can be animal-, plant-derived or synthetic, with the plant-derived version being most common. Sucrose stearate is considered safe as used in cosmetics and has been shown to help enhance the effectiveness of other ingredients. References for this information:https://www.cir-safety.org/sites/default/files/saccharide_esters.pdfEuropean Journal of Pharmaceutics and Biopharmaceutics, September 2011, pages 58-67Pharmaceutics, May 2011, pages 275-306"
sugarcane extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/sugarcane-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Average,"Ingredients like sugarcane extract, fruit extracts, mixed fruit extracts, and milk solids may claim an association with AHAs, but they are not the same thing nor do they have the same beneficial effect on skin. While glycolic acid can indeed be derived from sugarcane, if you assume that sugarcane will net you the same result as glycolic acid, that would be like assuming you could write on a tree the way you can write on paper.
Wood is certainly where paper begins, but paper wouldn’t exist if the wood didn’t undergo complex mechanical and chemical processes. Similarly, the original forms of these extracts do not have the same effect as the ingredients that are derived from them. The same is true for lactic acid, derived from milk. There is a vast difference between the extracted, pure ingredient and the original form of the source material."
sulfates,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/sulfates.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good,"In cosmetics, this large group of ingredients is used mainly as cleansing agents in skincare and hair-care products; they include sodium lauryl sulfate, ammonium lauryl sulfate, and sodium laureth sulfate. Many consumers are concerned of sulfates in their cosmetics products because of widespread misinformation. Sulfates are not a problem, but once organizations and companies build up fears among consumers about certain cosmetics ingredients there’s almost no going back, the damage is done.In reality there’s absolutely no research showing that sulfates are a problem in skincare or hair-care products, other than causing sensitivity, but that is also true for the sulfate-free cleansing agents that some cosmetics companies advertise and sell. And, whether or not a cleansing agent will cause sensitivity depends on the amount of sulfate and on other ingredients present in a specific formula.Following are some of the most typical unsupported comments about sulfates: “Sulfate-free shampoos and cleansers are better for hair and skin.” No research has shown that to be even remotely the case. Sulfates are supposed to be terribly drying and damaging to hair, when in fact they function no differently from the cleansing agents in sulfate-free shampoos. Almost every company that touts the fact that they don’t contain sulfates do use detergent cleansing agents such as sodium lauryl sulfoacetate, disodium laureth sulfosuccinate, sodium lauroyl sarcosinate, cocamidopropyl hydroxysultaine, sodium cocoyl isethionate, cocamidopropylamine oxide, and sodium methyl 2-sulfolaurate.Why those are supposedly any better for skin is never explained, and no research is ever cited—because none exists. Sometimes these companies list those ingredients as being derived from or coming from coconut to make them sound natural and, by association, better for skin—but they all end up being primarily synthetic. That doesn’t make them bad in any way; it’s just that the claims are completely disingenuous. What you need to know is that both the sulfate-free cleansing agents and the sulfate versions can be drying and sensitizing depending on the formulation and/or your skin’s own reaction. All of these cleansing agents remove oil and the gunk from styling products, which is exactly what a shampoo should do.“Sulfates in cleansers are cheap.” This one is true, but so what? Lots of ingredients, both natural and synthetic, are cheap, others are expensive, which has absolutely nothing to do with quality or efficacy. The first ingredient in sulfate-free shampoos is water (about 90% water) and no other cosmetic ingredient is cheaper than that!“Sulfates are used in floor cleaners and are corrosive.” This can be true, when used in large amounts and when left on surfaces over time, but so what? Salt is used to melt ice on the roadway, but it also rusts cars, which doesn’t make salt bad; it just depends on how much you use and how long you leave it on something. This is also true for the alternative sulfate-free shampoos and cleansers as well; they can also be corrosive over time depending on how much is used and how long it is left on.“Sulfates can be sensitizing.” This can absolutely be true, but again, so what? As a general category, sulfates are not sensitizing when used in appropriate amounts in shampoos and cleansers and the same is true for sulfate-free alternative cleansing agents. All of the research about sulfates being sensitizing are from patch tests where a concentration is left on skin under a bandage for 24 hours, which is not how a cleanser or shampoo is used. Sodium lauryl sulfate is considered one of the more sensitizing cleansing agents and we recommend avoiding it when it is high up on the ingredient list, but that’s NOT because it’s a sulfate; rather, it’s because of its interaction with skin."
